Date (GMT -3);Load (KW);Irradiation (W/m2);PV generation base (100kW);P [W];PV [W];Monat
2024-07-02 12:00:00;347,69;310,19;28,234;347685,1196;28234,0;2024-07
2024-07-02 13:00:00;332,28;299,72;27,29;332275,0702;27290,0;2024-07
2024-07-02 14:00:00;316,05;263,12;23,912;316051,8341;23912,0;2024-07
2024-07-02 15:00:00;319,93;186,2;16,818;319934,3185;16818,0;2024-07
2024-07-02 16:00:00;397,84;110,26;9,7438;397842,3309;9743,8;2024-07
2024-07-02 17:00:00;436,11;38,41;3,0582;436111,6486;3058,2;2024-07
2024-07-02 18:00:00;444,45;0,0;-0,005;444454,0176;0,0;2024-07
2024-07-02 19:00:00;455,06;0,0;-0,005;455056,5033;0,0;2024-07
2024-07-02 20:00:00;448,35;0,0;-0,005;448354,0421;0,0;2024-07
2024-07-02 21:00:00;433,94;0,0;-0,005;433944,2062;0,0;2024-07
2024-07-02 22:00:00;422,13;0,0;-0,005;422134,9945;0,0;2024-07
2024-07-02 23:00:00;411,09;0,0;-0,005;411089,2639;0,0;2024-07
2024-07-03 00:00:00;399,43;0,0;-0,005;399434,288;0,0;2024-07
2024-07-03 01:00:00;405,72;0,0;-0,005;405718,3762;0,0;2024-07
2024-07-03 02:00:00;406,95;0,0;-0,005;406949,4476;0,0;2024-07
2024-07-03 03:00:00;337,16;0,0;-0,005;337159,1568;0,0;2024-07
2024-07-03 04:00:00;236,87;0,0;-0,005;236865,3488;0,0;2024-07
2024-07-03 05:00:00;223,73;0,0;-0,005;223727,9663;0,0;2024-07
2024-07-03 06:00:00;289,36;0,0;-0,005;289362,8845;0,0;2024-07
2024-07-03 07:00:00;297,9;180,98;15,634;297899,3835;15634,0;2024-07
2024-07-03 08:00:00;304,79;364,58;33,738;304786,0184;33738,0;2024-07
2024-07-03 09:00:00;304,78;689,44;62,189;304775,8179;62189,0;2024-07
2024-07-03 10:00:00;324,84;890,64;77,494;324839,9429;77494,0;2024-07
2024-07-03 11:00:00;346,49;588,9;53,225;346490,4327;53225,0;2024-07
2024-07-03 12:00:00;349,47;766,6;67,628;349470,7565;67628,0;2024-07
2024-07-03 13:00:00;355,95;627,7;56,38;355950,6912;56380,0;2024-07
2024-07-03 14:00:00;354,79;465,9;42,42;354785,1486;42420,0;2024-07
2024-07-03 15:00:00;323,1;287,57;26,325;323104,4159;26325,0;2024-07
2024-07-03 16:00:00;401,33;165,13;14,905;401333,9386;14905,0;2024-07
2024-07-03 17:00:00;435,02;120,35;9,741;435020,3094;9741,0;2024-07
2024-07-03 18:00:00;427,12;0,0;-0,005;427115,5853;0,0;2024-07
2024-07-03 19:00:00;434,87;0,0;-0,005;434870,6055;0,0;2024-07
2024-07-03 20:00:00;416,43;0,0;-0,005;416425,1099;0,0;2024-07
2024-07-03 21:00:00;398,15;0,0;-0,005;398148,4146;0,0;2024-07
2024-07-03 22:00:00;390,49;0,0;-0,005;390486,1679;0,0;2024-07
2024-07-03 23:00:00;384,86;0,0;-0,005;384860,6949;0,0;2024-07
2024-07-04 00:00:00;382,94;0,0;-0,005;382939,1556;0,0;2024-07
2024-07-04 01:00:00;390,76;0,0;-0,005;390758,9493;0,0;2024-07
2024-07-04 02:00:00;379,49;0,0;-0,005;379487,648;0,0;2024-07
2024-07-04 03:00:00;384,82;0,0;-0,005;384816,2842;0,0;2024-07
2024-07-04 04:00:00;331,09;0,0;-0,005;331087,6007;0,0;2024-07
2024-07-04 05:00:00;305,47;0,0;-0,005;305472,0078;0,0;2024-07
2024-07-04 06:00:00;297,15;0,0;-0,005;297146,3165;0,0;2024-07
2024-07-04 07:00:00;309,18;143,09;12,541;309178,6957;12541,0;2024-07
2024-07-04 08:00:00;316,23;360,27;33,38;316229,8279;33380,0;2024-07
2024-07-04 09:00:00;340,65;523,08;48,096;340645,4468;48096,0;2024-07
2024-07-04 10:00:00;327,71;667,98;60,322;327709,0607;60322,0;2024-07
2024-07-04 11:00:00;350,52;762,37;67,589;350521,3852;67589,0;2024-07
2024-07-04 12:00:00;358,35;680,4;60,706;358349,2737;60706,0;2024-07
2024-07-04 13:00:00;343,23;673,24;60,003;343229,5837;60003,0;2024-07
2024-07-04 14:00:00;335,82;652,75;58,31;335818,2678;58310,0;2024-07
2024-07-04 15:00:00;323,55;491,57;44,552;323545,6467;44552,0;2024-07
2024-07-04 16:00:00;404,68;355,97;31,985;404684,1049;31985,0;2024-07
2024-07-04 17:00:00;449,98;165,66;13,122;449981,5598;13122,0;2024-07
2024-07-04 18:00:00;447,88;0,0;-0,005;447884,2316;0,0;2024-07
2024-07-04 19:00:00;448,72;0,0;-0,005;448716,5604;0,0;2024-07
2024-07-04 20:00:00;441,08;0,0;-0,005;441077,9724;0,0;2024-07
2024-07-04 21:00:00;424,46;0,0;-0,005;424462,3337;0,0;2024-07
2024-07-04 22:00:00;414,1;0,0;-0,005;414101,265;0,0;2024-07
2024-07-04 23:00:00;410,16;0,0;-0,005;410155,8685;0,0;2024-07
2024-07-05 00:00:00;395,09;0,0;-0,005;395093,5593;0,0;2024-07
2024-07-05 01:00:00;403,02;0,0;-0,005;403016,1591;0,0;2024-07
2024-07-05 02:00:00;406,77;0,0;-0,005;406767,7307;0,0;2024-07
2024-07-05 03:00:00;400,93;0,0;-0,005;400932,4265;0,0;2024-07
2024-07-05 04:00:00;351,71;0,0;-0,005;351713,4628;0,0;2024-07
2024-07-05 05:00:00;323,52;0,0;-0,005;323518,1274;0,0;2024-07
2024-07-05 06:00:00;302,31;0,0;-0,005;302307,7316;0,0;2024-07
2024-07-05 07:00:00;279,87;222,89;19,082;279866,9968;19082,0;2024-07
2024-07-05 08:00:00;220,21;440,2;40,683;220213,4171;40683,0;2024-07
2024-07-05 09:00:00;211,67;642,9;58,587;211672,3824;58587,0;2024-07
2024-07-05 10:00:00;274,72;777,43;69,312;274716,2552;69312,0;2024-07
2024-07-05 11:00:00;362,72;865,79;75,645;362723,8541;75645,0;2024-07
2024-07-05 12:00:00;358,67;887,95;76,943;358674,7208;76943,0;2024-07
2024-07-05 13:00:00;354,6;852,0;74,145;354596,55;74145,0;2024-07
2024-07-05 14:00:00;343,73;751,1;66,318;343732,2769;66318,0;2024-07
2024-07-05 15:00:00;306,99;586,97;52,858;306991,1423;52858,0;2024-07
2024-07-05 16:00:00;383,18;384,63;34,52;383176,3382;34520,0;2024-07
2024-07-05 17:00:00;439,03;166,19;12,954;439026,474;12954,0;2024-07
2024-07-05 18:00:00;450,36;0,0;-0,005;450364,5859;0,0;2024-07
2024-07-05 19:00:00;447,61;0,0;-0,005;447608,0246;0,0;2024-07
2024-07-05 20:00:00;435,41;0,0;-0,005;435410,8047;0,0;2024-07
2024-07-05 21:00:00;421,33;0,0;-0,005;421328,2928;0,0;2024-07
2024-07-05 22:00:00;416,93;0,0;-0,005;416925,5524;0,0;2024-07
2024-07-05 23:00:00;401,64;0,0;-0,005;401642,7078;0,0;2024-07
2024-07-06 00:00:00;401,5;0,0;-0,005;401503,8376;0,0;2024-07
2024-07-06 01:00:00;419,21;0,0;-0,005;419206,9778;0,0;2024-07
2024-07-06 02:00:00;403,46;0,0;-0,005;403463,7527;0,0;2024-07
2024-07-06 03:00:00;403,16;0,0;-0,005;403162,2238;0,0;2024-07
2024-07-06 04:00:00;330,36;0,0;-0,005;330357,811;0,0;2024-07
2024-07-06 05:00:00;314,86;0,0;-0,005;314861,6943;0,0;2024-07
2024-07-06 06:00:00;316,95;0,0;-0,005;316945,1828;0,0;2024-07
2024-07-06 07:00:00;314,86;226,21;19,293;314860,7712;19293,0;2024-07
2024-07-06 08:00:00;321,15;450,03;41,449;321146,2555;41449,0;2024-07
2024-07-06 09:00:00;310,8;638,16;58,011;310801,0254;58011,0;2024-07
2024-07-06 10:00:00;327,58;791,02;70,144;327576,1108;70144,0;2024-07
2024-07-06 11:00:00;343,39;879,0;76,327;343388,1836;76327,0;2024-07
2024-07-06 12:00:00;357,9;908,62;78,118;357899,8184;78118,0;2024-07
2024-07-06 13:00:00;337,46;876,21;75,558;337463,2645;75558,0;2024-07
2024-07-06 14:00:00;312,03;776,92;68,006;312029,9911;68006,0;2024-07
2024-07-06 15:00:00;278,13;619,68;55,292;278134,7427;55292,0;2024-07
2024-07-06 16:00:00;372,33;406,66;36,258;372333,2596;36258,0;2024-07
2024-07-06 17:00:00;391,57;176,51;13,67;391574,7299;13670,0;2024-07
2024-07-06 18:00:00;373,77;0,0;-0,005;373771,0876;0,0;2024-07
2024-07-06 19:00:00;375,27;0,0;-0,005;375273,7503;0,0;2024-07
2024-07-06 20:00:00;313,05;0,0;-0,005;313050,6363;0,0;2024-07
2024-07-06 21:00:00;306,3;0,0;-0,005;306299,2935;0,0;2024-07
2024-07-06 22:00:00;302,67;0,0;-0,005;302668,8461;0,0;2024-07
2024-07-06 23:00:00;298,95;0,0;-0,005;298947,3953;0,0;2024-07
2024-07-07 00:00:00;294,55;0,0;-0,005;294554,0695;0,0;2024-07
2024-07-07 01:00:00;313,28;0,0;-0,005;313281,7535;0,0;2024-07
2024-07-07 02:00:00;298,7;0,0;-0,005;298702,2095;0,0;2024-07
2024-07-07 03:00:00;288,33;0,0;-0,005;288325,6073;0,0;2024-07
2024-07-07 04:00:00;267,85;0,0;-0,005;267851,8829;0,0;2024-07
2024-07-07 05:00:00;237,86;0,0;-0,005;237859,5085;0,0;2024-07
2024-07-07 06:00:00;225,71;0,0;-0,005;225705,471;0,0;2024-07
2024-07-07 07:00:00;227,49;222,84;18,885;227485,6224;18885,0;2024-07
2024-07-07 08:00:00;233,02;436,61;40,017;233017,8337;40017,0;2024-07
2024-07-07 09:00:00;251,27;626,22;56,665;251272,1672;56665,0;2024-07
2024-07-07 10:00:00;256,56;783,12;69,091;256555,8624;69091,0;2024-07
2024-07-07 11:00:00;269,02;862,97;74,664;269016,4719;74664,0;2024-07
2024-07-07 12:00:00;268,65;882,05;75,7;268654,1977;75700,0;2024-07
2024-07-07 13:00:00;284,4;851,89;73,375;284400,177;73375,0;2024-07
2024-07-07 14:00:00;229,02;753,42;65,841;229021,286;65841,0;2024-07
2024-07-07 15:00:00;219,98;577,01;51,507;219976,7075;51507,0;2024-07
2024-07-07 16:00:00;369,77;367,02;32,68;369774,6048;32680,0;2024-07
2024-07-07 17:00:00;389,85;158,21;12,279;389847,1375;12279,0;2024-07
2024-07-07 18:00:00;385,04;0,0;-0,005;385039,9475;0,0;2024-07
2024-07-07 19:00:00;387,01;0,0;-0,005;387009,9716;0,0;2024-07
2024-07-07 20:00:00;382,57;0,0;-0,005;382572,0673;0,0;2024-07
2024-07-07 21:00:00;381,69;0,0;-0,005;381686,2259;0,0;2024-07
2024-07-07 22:00:00;376,13;0,0;-0,005;376125,6104;0,0;2024-07
2024-07-07 23:00:00;369,88;0,0;-0,005;369877,6703;0,0;2024-07
2024-07-08 00:00:00;370,08;0,0;-0,005;370079,4601;0,0;2024-07
2024-07-08 01:00:00;375,99;0,0;-0,005;375990,097;0,0;2024-07
2024-07-08 02:00:00;384,37;0,0;-0,005;384369,4305;0,0;2024-07
2024-07-08 03:00:00;390,37;0,0;-0,005;390371,6431;0,0;2024-07
2024-07-08 04:00:00;328,74;0,0;-0,005;328743,5684;0,0;2024-07
2024-07-08 05:00:00;344,12;0,0;-0,005;344117,3401;0,0;2024-07
2024-07-08 06:00:00;335,14;0,0;-0,005;335142,0135;0,0;2024-07
2024-07-08 07:00:00;299,74;240,06;20,216;299737,4649;20216,0;2024-07
2024-07-08 08:00:00;306,79;485,74;44,14;306794,6167;44140,0;2024-07
2024-07-08 09:00:00;298,72;705,6;62,881;298720,6917;62881,0;2024-07
2024-07-08 10:00:00;327,2;872,18;75,43;327197,7921;75430,0;2024-07
2024-07-08 11:00:00;338,88;971,29;81,518;338876,152;81518,0;2024-07
2024-07-08 12:00:00;359,71;997,82;82,616;359706,5277;82616,0;2024-07
2024-07-08 13:00:00;361,96;949,78;79,476;361963,7604;79476,0;2024-07
2024-07-08 14:00:00;350,9;832,25;71,433;350902,8015;71433,0;2024-07
2024-07-08 15:00:00;303,24;651,57;57,316;303240,2802;57316,0;2024-07
2024-07-08 16:00:00;353,14;421,83;37,192;353140,9683;37192,0;2024-07
2024-07-08 17:00:00;386,04;179,11;13,765;386035,1105;13765,0;2024-07
2024-07-08 18:00:00;385,84;0,0;-0,005;385837,9822;0,0;2024-07
2024-07-08 19:00:00;373,67;0,0;-0,005;373674,5987;0,0;2024-07
2024-07-08 20:00:00;371,76;0,0;-0,005;371763,7253;0,0;2024-07
2024-07-08 21:00:00;359,79;0,0;-0,005;359788,3453;0,0;2024-07
2024-07-08 22:00:00;352,03;0,0;-0,005;352026,8097;0,0;2024-07
2024-07-08 23:00:00;345,99;0,0;-0,005;345988,3118;0,0;2024-07
2024-07-09 00:00:00;334,01;0,0;-0,005;334005,8136;0,0;2024-07
2024-07-09 01:00:00;340,18;0,0;-0,005;340178,421;0,0;2024-07
2024-07-09 02:00:00;338,42;0,0;-0,005;338419,8227;0,0;2024-07
2024-07-09 03:00:00;330,83;0,0;-0,005;330834,4574;0,0;2024-07
2024-07-09 04:00:00;298,76;0,0;-0,005;298755,9738;0,0;2024-07
2024-07-09 05:00:00;306,95;0,0;-0,005;306947,1283;0,0;2024-07
2024-07-09 06:00:00;296,08;0,0;-0,005;296082,9849;0,0;2024-07
2024-07-09 07:00:00;306,61;247,95;20,928;306605,5145;20928,0;2024-07
2024-07-09 08:00:00;314,55;501,17;45,624;314548,8586;45624,0;2024-07
2024-07-09 09:00:00;298,6;723,71;64,544;298596,3135;64544,0;2024-07
2024-07-09 10:00:00;350,78;892,68;77,189;350784,5078;77189,0;2024-07
2024-07-09 11:00:00;386,55;995,19;83,357;386550,0336;83357,0;2024-07
2024-07-09 12:00:00;388,64;1024,5;84,511;388642,7612;84511,0;2024-07
2024-07-09 13:00:00;392,82;976,3;81,501;392818,7637;81501,0;2024-07
2024-07-09 14:00:00;379,41;858,48;73,595;379414,8636;73595,0;2024-07
2024-07-09 15:00:00;342,3;672,55;59,187;342295,2347;59187,0;2024-07
2024-07-09 16:00:00;410,66;439,08;38,796;410659,1415;38796,0;2024-07
2024-07-09 17:00:00;420,77;186,6;14,377;420766,8228;14377,0;2024-07
2024-07-09 18:00:00;339,32;0,0;-0,005;339320,8542;0,0;2024-07
2024-07-09 19:00:00;344,54;0,0;-0,005;344537,2391;0,0;2024-07
2024-07-09 20:00:00;341,79;0,0;-0,005;341793,1747;0,0;2024-07
2024-07-09 21:00:00;330,38;0,0;-0,005;330376,2207;0,0;2024-07
2024-07-09 22:00:00;317,23;0,0;-0,005;317227,951;0,0;2024-07
2024-07-09 23:00:00;309,0;0,0;-0,005;309003,9215;0,0;2024-07
2024-07-10 00:00:00;299,92;0,0;-0,005;299917,8772;0,0;2024-07
2024-07-10 01:00:00;317,62;0,0;-0,005;317616,806;0,0;2024-07
2024-07-10 02:00:00;309,27;0,0;-0,005;309274,5667;0,0;2024-07
2024-07-10 03:00:00;309,58;0,0;-0,005;309583,1757;0,0;2024-07
2024-07-10 04:00:00;261,97;0,0;-0,005;261972,7173;0,0;2024-07
2024-07-10 05:00:00;266,02;0,0;-0,005;266018,4746;0,0;2024-07
2024-07-10 06:00:00;269,84;0,0;-0,005;269842,7048;0,0;2024-07
2024-07-10 07:00:00;267,66;224,25;19,027;267655,5252;19027,0;2024-07
2024-07-10 08:00:00;264,98;462,45;42,378;264978,1418;42378,0;2024-07
2024-07-10 09:00:00;260,69;676,82;60,972;260691,7496;60972,0;2024-07
2024-07-10 10:00:00;313,67;841,71;73,72;313667,2363;73720,0;2024-07
2024-07-10 11:00:00;357,17;943,18;80,38;357167,7399;80380,0;2024-07
2024-07-10 12:00:00;380,59;970,81;81,686;380589,4699;81686,0;2024-07
2024-07-10 13:00:00;391,06;927,72;78,581;391058,4717;78581,0;2024-07
2024-07-10 14:00:00;405,0;819,52;70,889;404999,176;70889,0;2024-07
2024-07-10 15:00:00;365,06;642,71;56,916;365058,9828;56916,0;2024-07
2024-07-10 16:00:00;377,15;419,73;37,23;377150,9323;37230,0;2024-07
2024-07-10 17:00:00;429,51;180,16;13,928;429507,7362;13928,0;2024-07
2024-07-10 18:00:00;462,17;0,0;-0,005;462174,8047;0,0;2024-07
2024-07-10 19:00:00;451,7;0,0;-0,005;451704,7653;0,0;2024-07
2024-07-10 20:00:00;435,64;0,0;-0,005;435637,2147;0,0;2024-07
2024-07-10 21:00:00;421,77;0,0;-0,005;421771,3165;0,0;2024-07
2024-07-10 22:00:00;409,94;0,0;-0,005;409944,252;0,0;2024-07
2024-07-10 23:00:00;399,41;0,0;-0,005;399414,093;0,0;2024-07
2024-07-11 00:00:00;392,65;0,0;-0,005;392647,2931;0,0;2024-07
2024-07-11 01:00:00;401,8;0,0;-0,005;401804,718;0,0;2024-07
2024-07-11 02:00:00;397,4;0,0;-0,005;397402,5726;0,0;2024-07
2024-07-11 03:00:00;347,78;0,0;-0,005;347783,02;0,0;2024-07
2024-07-11 04:00:00;294,99;0,0;-0,005;294986,0153;0,0;2024-07
2024-07-11 05:00:00;295,65;0,0;-0,005;295645,7138;0,0;2024-07
2024-07-11 06:00:00;285,05;0,0;-0,005;285046,4325;0,0;2024-07
2024-07-11 07:00:00;251,44;224,26;19,017;251440,0215;19017,0;2024-07
2024-07-11 08:00:00;275,73;466,28;42,747;275732,9712;42747,0;2024-07
2024-07-11 09:00:00;248,37;679,29;61,227;248372,2382;61227,0;2024-07
2024-07-11 10:00:00;285,17;840,03;73,662;285169,5557;73662,0;2024-07
2024-07-11 11:00:00;359,45;933,89;79,981;359446,6019;79981,0;2024-07
2024-07-11 12:00:00;389,05;959,8;81,063;389053,978;81063,0;2024-07
2024-07-11 13:00:00;392,64;916,07;77,946;392638,1226;77946,0;2024-07
2024-07-11 14:00:00;394,98;800,09;69,537;394977,4933;69537,0;2024-07
2024-07-11 15:00:00;363,61;619,89;55,128;363608,5434;55128,0;2024-07
2024-07-11 16:00:00;426,25;397,06;35,343;426254,8523;35343,0;2024-07
2024-07-11 17:00:00;527,07;162,78;12,695;527067,2302;12695,0;2024-07
2024-07-11 18:00:00;514,99;0,0;-0,005;514990,2802;0,0;2024-07
2024-07-11 19:00:00;477,88;0,0;-0,005;477877,2964;0,0;2024-07
2024-07-11 20:00:00;470,29;0,0;-0,005;470293,2739;0,0;2024-07
2024-07-11 21:00:00;454,44;0,0;-0,005;454438,1409;0,0;2024-07
2024-07-11 22:00:00;432,35;0,0;-0,005;432347,9843;0,0;2024-07
2024-07-11 23:00:00;415,15;0,0;-0,005;415148,3154;0,0;2024-07
2024-07-12 00:00:00;263,82;0,0;-0,005;263821,022;0,0;2024-07
2024-07-12 01:00:00;278,55;0,0;-0,005;278552,1011;0,0;2024-07
2024-07-12 02:00:00;271,35;0,0;-0,005;271351,5244;0,0;2024-07
2024-07-12 03:00:00;283,17;0,0;-0,005;283173,6526;0,0;2024-07
2024-07-12 04:00:00;267,57;0,0;-0,005;267565,6281;0,0;2024-07
2024-07-12 05:00:00;257,79;0,0;-0,005;257788,7115;0,0;2024-07
2024-07-12 06:00:00;252,7;0,0;-0,005;252701,0345;0,0;2024-07
2024-07-12 07:00:00;291,98;235,07;19,907;291975,5783;19907,0;2024-07
2024-07-12 08:00:00;320,91;477,63;43,706;320905,6015;43706,0;2024-07
2024-07-12 09:00:00;340,22;694,55;62,387;340224,556;62387,0;2024-07
2024-07-12 10:00:00;360,66;854,75;74,625;360661,0184;74625,0;2024-07
2024-07-12 11:00:00;426,28;957,32;81,211;426275,1465;81211,0;2024-07
2024-07-12 12:00:00;439,54;987,41;82,639;439541,6794;82639,0;2024-07
2024-07-12 13:00:00;445,06;941,76;79,446;445064,0717;79446,0;2024-07
2024-07-12 14:00:00;422,36;823,54;71,141;422364,7156;71141,0;2024-07
2024-07-12 15:00:00;343,31;644,88;57,058;343306,7322;57058,0;2024-07
2024-07-12 16:00:00;428,23;421,38;37,362;428228,6987;37362,0;2024-07
2024-07-12 17:00:00;482,54;180,76;13,977;482539,6347;13977,0;2024-07
2024-07-12 18:00:00;485,41;0,0;-0,005;485414,1769;0,0;2024-07
2024-07-12 19:00:00;451,66;0,0;-0,005;451661,6058;0,0;2024-07
2024-07-12 20:00:00;449,5;0,0;-0,005;449495,2393;0,0;2024-07
2024-07-12 21:00:00;434,14;0,0;-0,005;434141,5482;0,0;2024-07
2024-07-12 22:00:00;423,48;0,0;-0,005;423481,7505;0,0;2024-07
2024-07-12 23:00:00;417,45;0,0;-0,005;417445,488;0,0;2024-07
2024-07-13 00:00:00;411,3;0,0;-0,005;411302,6047;0,0;2024-07
2024-07-13 01:00:00;418,71;0,0;-0,005;418709,7244;0,0;2024-07
2024-07-13 02:00:00;423,96;0,0;-0,005;423959,9609;0,0;2024-07
2024-07-13 03:00:00;261,91;0,0;-0,005;261909,8587;0,0;2024-07
2024-07-13 04:00:00;230,39;0,0;-0,005;230385,376;0,0;2024-07
2024-07-13 05:00:00;243,41;0,0;-0,005;243413,4178;0,0;2024-07
2024-07-13 06:00:00;245,09;0,0;-0,005;245094,9402;0,0;2024-07
2024-07-13 07:00:00;240,78;212,79;18,257;240778,759;18257,0;2024-07
2024-07-13 08:00:00;241,47;454,24;42,122;241474,1974;42122,0;2024-07
2024-07-13 09:00:00;284,92;656,69;60,107;284918,869;60107,0;2024-07
2024-07-13 10:00:00;316,36;816,21;72,88;316364,6393;72880,0;2024-07
2024-07-13 11:00:00;336,88;911,57;79,635;336879,5471;79635,0;2024-07
2024-07-13 12:00:00;251,93;945,08;81,738;251931,7245;81738,0;2024-07
2024-07-13 13:00:00;227,37;911,27;79,105;227367,0883;79105,0;2024-07
2024-07-13 14:00:00;260,04;805,84;71,139;260043,0679;71139,0;2024-07
2024-07-13 15:00:00;255,11;632,69;57,086;255111,3434;57086,0;2024-07
2024-07-13 16:00:00;325,05;413,0;37,288;325046,4401;37288,0;2024-07
2024-07-13 17:00:00;273,54;173,72;13,707;273538,6276;13707,0;2024-07
2024-07-13 18:00:00;159,28;0,0;-0,005;159283,9737;0,0;2024-07
2024-07-13 19:00:00;319,87;0,0;-0,005;319873,1537;0,0;2024-07
2024-07-13 20:00:00;331,45;0,0;-0,005;331446,9452;0,0;2024-07
2024-07-13 21:00:00;331,57;0,0;-0,005;331571,907;0,0;2024-07
2024-07-13 22:00:00;325,19;0,0;-0,005;325189,3311;0,0;2024-07
2024-07-13 23:00:00;321,93;0,0;-0,005;321931,0379;0,0;2024-07
2024-07-14 00:00:00;324,87;0,0;-0,005;324873,9929;0,0;2024-07
2024-07-14 01:00:00;324,38;0,0;-0,005;324377,8;0,0;2024-07
2024-07-14 02:00:00;334,14;0,0;-0,005;334141,1743;0,0;2024-07
2024-07-14 03:00:00;335,12;0,0;-0,005;335123,0011;0,0;2024-07
2024-07-14 04:00:00;288,53;0,0;-0,005;288527,7176;0,0;2024-07
2024-07-14 05:00:00;283,83;0,0;-0,005;283829,9789;0,0;2024-07
2024-07-14 06:00:00;260,97;0,0;-0,005;260970,89;0,0;2024-07
2024-07-14 07:00:00;271,37;216,58;18,603;271367,012;18603,0;2024-07
2024-07-14 08:00:00;286,87;453,71;42,163;286873,1308;42163,0;2024-07
2024-07-14 09:00:00;263,15;668,67;61,181;263154,705;61181,0;2024-07
2024-07-14 10:00:00;298,43;836,3;74,481;298429,7714;74481,0;2024-07
2024-07-14 11:00:00;337,61;937,86;81,544;337610,3973;81544,0;2024-07
2024-07-14 12:00:00;349,98;968,67;83,361;349977,7832;83361,0;2024-07
2024-07-14 13:00:00;359,27;917,65;79,529;359265,5182;79529,0;2024-07
2024-07-14 14:00:00;318,45;809,69;71,392;318445,4498;71392,0;2024-07
2024-07-14 15:00:00;291,39;632,93;57,071;291392,9062;57071,0;2024-07
2024-07-14 16:00:00;333,75;412,29;37,214;333753,9444;37214,0;2024-07
2024-07-14 17:00:00;336,1;173,64;13,708;336097,4121;13708,0;2024-07
2024-07-14 18:00:00;335,4;0,0;-0,005;335398,6282;0,0;2024-07
2024-07-14 19:00:00;333,87;0,0;-0,005;333869,7586;0,0;2024-07
2024-07-14 20:00:00;329,93;0,0;-0,005;329934,6085;0,0;2024-07
2024-07-14 21:00:00;324,11;0,0;-0,005;324114,2731;0,0;2024-07
2024-07-14 22:00:00;314,49;0,0;-0,005;314494,9036;0,0;2024-07
2024-07-14 23:00:00;311,53;0,0;-0,005;311533,0887;0,0;2024-07
2024-07-15 00:00:00;309,59;0,0;-0,005;309594,7876;0,0;2024-07
2024-07-15 01:00:00;311,47;0,0;-0,005;311465,2557;0,0;2024-07
2024-07-15 02:00:00;316,47;0,0;-0,005;316473,3353;0,0;2024-07
2024-07-15 03:00:00;321,9;0,0;-0,005;321896,3928;0,0;2024-07
2024-07-15 04:00:00;289,62;0,0;-0,005;289622,4823;0,0;2024-07
2024-07-15 05:00:00;284,86;0,0;-0,005;284858,8562;0,0;2024-07
2024-07-15 06:00:00;257,57;0,0;-0,005;257565,4106;0,0;2024-07
2024-07-15 07:00:00;267,76;14,144;0,9064;267759,1019;906,4;2024-07
2024-07-15 08:00:00;252,63;32,653;2,6126;252629,2419;2612,6;2024-07
2024-07-15 09:00:00;254,75;49,688;4,2106;254748,3673;4210,6;2024-07
2024-07-15 10:00:00;283,99;149,35;13,742;283994,1254;13742,0;2024-07
2024-07-15 11:00:00;294,46;569,95;52,453;294461,0519;52453,0;2024-07
2024-07-15 12:00:00;325,03;685,06;61,941;325030,159;61941,0;2024-07
2024-07-15 13:00:00;256,33;237,04;21,83;256331,6536;21830,0;2024-07
2024-07-15 14:00:00;314,8;421,49;38,871;314800,3464;38871,0;2024-07
2024-07-15 15:00:00;266,37;457,29;42,036;266367,9123;42036,0;2024-07
2024-07-15 16:00:00;311,2;461,68;41,554;311197,1054;41554,0;2024-07
2024-07-15 17:00:00;329,14;195,72;15,486;329136,1771;15486,0;2024-07
2024-07-15 18:00:00;350,39;7,9927;0,3515;350394,2642;351,5;2024-07
2024-07-15 19:00:00;350,57;0,0;-0,005;350567,421;0,0;2024-07
2024-07-15 20:00:00;343,31;0,0;-0,005;343307,3425;0,0;2024-07
2024-07-15 21:00:00;242,92;0,0;-0,005;242917,5262;0,0;2024-07
2024-07-15 22:00:00;323,73;0,0;-0,005;323725,3265;0,0;2024-07
2024-07-15 23:00:00;319,86;0,0;-0,005;319862,3276;0,0;2024-07
2024-07-16 00:00:00;313,43;0,0;-0,005;313432,0831;0,0;2024-07
2024-07-16 01:00:00;324,7;0,0;-0,005;324698,4024;0,0;2024-07
2024-07-16 02:00:00;330,9;0,0;-0,005;330900,3448;0,0;2024-07
2024-07-16 03:00:00;339,06;0,0;-0,005;339061,9125;0,0;2024-07
2024-07-16 04:00:00;301,55;0,0;-0,005;301550,8423;0,0;2024-07
2024-07-16 05:00:00;301,58;0,0;-0,005;301584,259;0,0;2024-07
2024-07-16 06:00:00;287,64;0,0;-0,005;287643,3868;0,0;2024-07
2024-07-16 07:00:00;307,26;210,69;18,023;307263,1836;18023,0;2024-07
2024-07-16 08:00:00;325,83;446,61;41,322;325828,9871;41322,0;2024-07
2024-07-16 09:00:00;304,24;657,81;59,935;304238,1821;59935,0;2024-07
2024-07-16 10:00:00;310,63;818,41;72,641;310625,1221;72641,0;2024-07
2024-07-16 11:00:00;376,76;918,84;79,63;376759,9945;79630,0;2024-07
2024-07-16 12:00:00;389,01;946,41;81,265;389007,1716;81265,0;2024-07
2024-07-16 13:00:00;373,91;901,72;77,869;373908,844;77869,0;2024-07
2024-07-16 14:00:00;364,4;781,8;68,779;364404,068;68779,0;2024-07
2024-07-16 15:00:00;326,45;605,97;54,471;326445,7016;54471,0;2024-07
2024-07-16 16:00:00;311,06;386,37;34,756;311057,3387;34756,0;2024-07
