,temp_air,ghi,gni,dhi,wind_speed
2022-02-13 18:00:00,29.47,0.0,0.0,0.0,0.9
2022-02-13 19:00:00,32.03,0.0,-0.0,0.0,0.41
2022-02-13 20:00:00,29.99,0.0,-0.0,0.0,0.76
2022-02-13 21:00:00,29.5,0.0,-0.0,0.0,1.38
2022-02-13 22:00:00,28.03,0.0,-0.0,0.0,1.52
2022-02-13 23:00:00,27.43,0.0,-0.0,0.0,1.31
2022-02-14 00:00:00,26.81,0.0,-0.0,0.0,1.17
2022-02-14 01:00:00,26.41,0.0,-0.0,0.0,1.17
2022-02-14 02:00:00,25.97,0.0,-0.0,0.0,1.38
2022-02-14 03:00:00,25.68,0.0,-0.0,0.0,1.52
2022-02-14 04:00:00,25.33,0.0,-0.0,0.0,1.93
2022-02-14 05:00:00,25.06,0.0,-0.0,0.0,1.93
2022-02-14 06:00:00,24.89,0.0,-0.0,0.0,1.59
2022-02-14 07:00:00,23.88,31.0,0.0,31.0,1.03
2022-02-14 08:00:00,24.72,61.0,0.0,61.0,0.83
2022-02-14 09:00:00,25.9,257.0,15.93,247.0,1.31
2022-02-14 10:00:00,26.65,203.0,0.0,203.0,1.59
2022-02-14 11:00:00,27.69,277.0,0.0,277.0,1.59
2022-02-14 12:00:00,29.1,342.0,3.18,339.0,0.83
2022-02-14 13:00:00,30.32,210.0,0.0,210.0,0.97
2022-02-14 14:00:00,28.02,173.0,0.0,173.0,2.83
2022-02-14 15:00:00,26.22,123.0,0.0,123.0,2.55
2022-02-14 16:00:00,26.35,100.0,0.0,100.0,2.21
2022-02-14 17:00:00,25.82,90.0,11.04,87.0,2.48
2022-02-14 18:00:00,25.54,0.0,0.0,0.0,1.72
2022-02-14 19:00:00,24.82,0.0,-0.0,0.0,1.03
2022-02-14 20:00:00,24.18,0.0,-0.0,0.0,0.55
2022-02-14 21:00:00,24.27,0.0,-0.0,0.0,0.97
2022-02-14 22:00:00,23.9,0.0,-0.0,0.0,1.72
2022-02-14 23:00:00,23.57,0.0,-0.0,0.0,1.66
2022-02-15 00:00:00,23.36,0.0,-0.0,0.0,1.03
2022-02-15 01:00:00,23.2,0.0,-0.0,0.0,0.97
2022-02-15 02:00:00,23.04,0.0,-0.0,0.0,0.97
2022-02-15 03:00:00,22.76,0.0,-0.0,0.0,0.76
2022-02-15 04:00:00,22.88,0.0,-0.0,0.0,0.83
2022-02-15 05:00:00,22.91,0.0,-0.0,0.0,1.03
2022-02-15 06:00:00,22.78,0.0,-0.0,0.0,1.03
2022-02-15 07:00:00,22.65,119.0,251.7,73.0,0.62
2022-02-15 08:00:00,23.89,331.0,379.94,171.0,0.76
2022-02-15 09:00:00,25.04,601.0,662.73,184.0,0.83
2022-02-15 10:00:00,27.46,788.0,716.41,220.0,1.17
2022-02-15 11:00:00,29.18,931.0,794.78,215.0,1.38
2022-02-15 12:00:00,30.59,999.0,844.67,200.0,1.38
2022-02-15 13:00:00,31.88,962.0,804.37,218.0,1.24
2022-02-15 14:00:00,32.68,588.0,191.81,427.0,1.1
2022-02-15 15:00:00,33.15,647.0,592.82,235.0,1.1
2022-02-15 16:00:00,33.06,374.0,295.01,226.0,1.03
2022-02-15 17:00:00,32.65,149.0,117.38,117.0,1.24
2022-02-15 18:00:00,31.53,0.0,0.0,0.0,1.52
2022-02-15 19:00:00,29.66,0.0,-0.0,0.0,2.07
2022-02-15 20:00:00,28.49,0.0,-0.0,0.0,2.07
2022-02-15 21:00:00,27.58,0.0,-0.0,0.0,2.21
2022-02-15 22:00:00,26.88,0.0,-0.0,0.0,2.14
2022-02-15 23:00:00,26.31,0.0,-0.0,0.0,2.0
2022-02-16 00:00:00,25.89,0.0,-0.0,0.0,1.79
2022-02-16 01:00:00,25.53,0.0,-0.0,0.0,1.59
2022-02-16 02:00:00,25.2,0.0,-0.0,0.0,1.31
2022-02-16 03:00:00,24.85,0.0,-0.0,0.0,1.03
2022-02-16 04:00:00,24.61,0.0,-0.0,0.0,0.97
2022-02-16 05:00:00,24.11,0.0,-0.0,0.0,0.76
2022-02-16 06:00:00,24.01,0.0,-0.0,0.0,0.55
2022-02-16 07:00:00,24.04,115.0,223.11,74.0,0.41
2022-02-16 08:00:00,25.68,361.0,506.58,147.0,0.9
2022-02-16 09:00:00,27.54,573.0,559.61,220.0,1.38
2022-02-16 10:00:00,29.35,790.0,716.06,221.0,1.72
2022-02-16 11:00:00,30.9,928.0,779.82,224.0,1.79
2022-02-16 12:00:00,32.19,980.0,784.93,236.0,1.66
2022-02-16 13:00:00,33.1,912.0,665.72,295.0,1.38
2022-02-16 14:00:00,33.74,755.0,493.41,340.0,1.24
2022-02-16 15:00:00,34.13,594.0,435.04,291.0,1.17
2022-02-16 16:00:00,33.89,363.0,262.47,231.0,1.31
2022-02-16 17:00:00,32.68,193.0,296.15,112.0,2.0
2022-02-16 18:00:00,31.16,0.0,0.0,0.0,1.86
2022-02-16 19:00:00,29.36,0.0,-0.0,0.0,3.1
2022-02-16 20:00:00,28.23,0.0,-0.0,0.0,2.83
2022-02-16 21:00:00,27.39,0.0,-0.0,0.0,2.34
2022-02-16 22:00:00,26.84,0.0,-0.0,0.0,1.93
2022-02-16 23:00:00,26.4,0.0,-0.0,0.0,1.59
2022-02-17 00:00:00,26.04,0.0,-0.0,0.0,1.52
2022-02-17 01:00:00,25.74,0.0,-0.0,0.0,1.38
2022-02-17 02:00:00,25.52,0.0,-0.0,0.0,1.24
2022-02-17 03:00:00,25.34,0.0,-0.0,0.0,1.03
2022-02-17 04:00:00,25.19,0.0,-0.0,0.0,1.17
2022-02-17 05:00:00,24.92,0.0,-0.0,0.0,1.24
2022-02-17 06:00:00,24.59,0.0,-0.0,0.0,0.83
2022-02-17 07:00:00,24.76,107.0,167.72,76.0,0.9
2022-02-17 08:00:00,26.23,314.0,306.75,184.0,1.52
2022-02-17 09:00:00,27.87,530.0,420.62,264.0,1.79
2022-02-17 10:00:00,29.69,663.0,381.71,359.0,1.86
2022-02-17 11:00:00,31.31,770.0,397.94,410.0,1.72
2022-02-17 12:00:00,32.66,929.0,647.53,314.0,1.45
2022-02-17 13:00:00,33.63,727.0,288.59,459.0,1.38
2022-02-17 14:00:00,34.06,701.0,374.96,385.0,1.31
2022-02-17 15:00:00,33.86,559.0,345.3,318.0,1.1
2022-02-17 16:00:00,32.76,446.0,543.56,172.0,1.66
2022-02-17 17:00:00,30.8,202.0,338.96,109.0,2.9
2022-02-17 18:00:00,29.83,0.0,0.0,0.0,2.69
2022-02-17 19:00:00,28.99,0.0,-0.0,0.0,2.21
2022-02-17 20:00:00,28.29,0.0,-0.0,0.0,2.34
2022-02-17 21:00:00,27.7,0.0,-0.0,0.0,2.14
2022-02-17 22:00:00,27.26,0.0,-0.0,0.0,1.93
2022-02-17 23:00:00,26.91,0.0,-0.0,0.0,1.86
2022-02-18 00:00:00,26.54,0.0,-0.0,0.0,1.79
2022-02-18 01:00:00,26.16,0.0,-0.0,0.0,1.66
2022-02-18 02:00:00,25.85,0.0,-0.0,0.0,1.45
2022-02-18 03:00:00,25.66,0.0,-0.0,0.0,1.45
2022-02-18 04:00:00,25.44,0.0,-0.0,0.0,1.45
2022-02-18 05:00:00,25.16,0.0,-0.0,0.0,1.38
2022-02-18 06:00:00,24.97,0.0,-0.0,0.0,1.31
2022-02-18 07:00:00,25.38,113.0,198.98,76.0,2.34
2022-02-18 08:00:00,26.18,360.0,491.52,151.0,2.97
2022-02-18 09:00:00,27.7,602.0,652.95,188.0,2.62
2022-02-18 10:00:00,29.31,703.0,469.8,328.0,2.28
2022-02-18 11:00:00,30.89,696.0,269.15,452.0,1.66
2022-02-18 12:00:00,31.76,760.0,307.88,467.0,1.24
2022-02-18 13:00:00,32.66,615.0,144.01,481.0,1.1
2022-02-18 14:00:00,33.47,573.0,168.17,431.0,1.17
2022-02-18 15:00:00,33.7,597.0,436.11,292.0,1.31
2022-02-18 16:00:00,33.66,350.0,225.65,236.0,1.38
2022-02-18 17:00:00,31.83,198.0,316.17,111.0,2.07
2022-02-18 18:00:00,30.39,0.0,0.0,0.0,2.55
2022-02-18 19:00:00,28.73,0.0,-0.0,0.0,2.21
2022-02-18 20:00:00,28.16,0.0,-0.0,0.0,2.07
2022-02-18 21:00:00,27.61,0.0,-0.0,0.0,2.07
2022-02-18 22:00:00,27.2,0.0,-0.0,0.0,2.0
2022-02-18 23:00:00,26.79,0.0,-0.0,0.0,1.79
2022-02-19 00:00:00,26.49,0.0,-0.0,0.0,1.72
2022-02-19 01:00:00,26.09,0.0,-0.0,0.0,1.59
2022-02-19 02:00:00,25.83,0.0,-0.0,0.0,1.59
2022-02-19 03:00:00,25.61,0.0,-0.0,0.0,1.59
2022-02-19 04:00:00,25.33,0.0,-0.0,0.0,1.59
2022-02-19 05:00:00,25.27,0.0,-0.0,0.0,1.59
2022-02-19 06:00:00,25.15,0.0,-0.0,0.0,1.59
2022-02-19 07:00:00,25.65,114.0,197.74,77.0,2.14
2022-02-19 08:00:00,26.27,264.0,154.69,198.0,2.9
2022-02-19 09:00:00,28.1,474.0,273.71,300.0,2.76
2022-02-19 10:00:00,29.73,700.0,458.73,333.0,2.48
2022-02-19 11:00:00,31.03,753.0,361.06,425.0,2.07
2022-02-19 12:00:00,32.32,852.0,469.83,404.0,1.79
2022-02-19 13:00:00,33.12,818.0,444.09,404.0,1.59
2022-02-19 14:00:00,33.39,648.0,274.23,416.0,1.52
2022-02-19 15:00:00,33.5,605.0,455.25,286.0,1.66
2022-02-19 16:00:00,33.06,361.0,248.88,235.0,1.86
2022-02-19 17:00:00,30.24,18.0,0.0,18.0,1.66
2022-02-19 18:00:00,29.88,0.0,0.0,0.0,1.93
2022-02-19 19:00:00,29.38,0.0,-0.0,0.0,2.62
2022-02-19 20:00:00,28.58,0.0,-0.0,0.0,2.55
2022-02-19 21:00:00,28.0,0.0,-0.0,0.0,2.28
2022-02-19 22:00:00,27.5,0.0,-0.0,0.0,2.07
2022-02-19 23:00:00,26.98,0.0,-0.0,0.0,1.93
2022-02-20 00:00:00,26.55,0.0,-0.0,0.0,1.79
2022-02-20 01:00:00,26.15,0.0,-0.0,0.0,1.66
2022-02-20 02:00:00,25.81,0.0,-0.0,0.0,1.59
2022-02-20 03:00:00,25.57,0.0,-0.0,0.0,1.45
2022-02-20 04:00:00,25.35,0.0,-0.0,0.0,1.45
2022-02-20 05:00:00,25.13,0.0,-0.0,0.0,1.45
2022-02-20 06:00:00,25.03,0.0,-0.0,0.0,1.31
2022-02-20 07:00:00,25.38,108.0,164.6,77.0,2.41
2022-02-20 08:00:00,26.19,332.0,359.7,178.0,2.83
2022-02-20 09:00:00,27.6,492.0,312.21,293.0,2.69
2022-02-20 10:00:00,29.57,693.0,438.98,341.0,2.62
2022-02-20 11:00:00,30.93,734.0,326.26,437.0,2.28
2022-02-20 12:00:00,32.3,736.0,267.95,480.0,1.86
2022-02-20 13:00:00,33.13,778.0,366.17,436.0,1.66
2022-02-20 14:00:00,33.69,594.0,192.31,431.0,1.72
2022-02-20 15:00:00,33.95,577.0,380.32,310.0,1.45
2022-02-20 16:00:00,33.67,427.0,457.33,195.0,1.31
2022-02-20 17:00:00,32.06,83.0,3.62,82.0,2.21
2022-02-20 18:00:00,30.06,0.0,0.0,0.0,2.76
2022-02-20 19:00:00,29.38,0.0,-0.0,0.0,2.76
2022-02-20 20:00:00,28.42,0.0,-0.0,0.0,2.55
2022-02-20 21:00:00,27.73,0.0,-0.0,0.0,2.28
2022-02-20 22:00:00,27.27,0.0,-0.0,0.0,1.86
2022-02-20 23:00:00,26.89,0.0,-0.0,0.0,1.59
2022-02-21 00:00:00,26.5,0.0,-0.0,0.0,1.59
2022-02-21 01:00:00,26.14,0.0,-0.0,0.0,1.45
2022-02-21 02:00:00,25.94,0.0,-0.0,0.0,1.45
2022-02-21 03:00:00,25.85,0.0,-0.0,0.0,1.59
2022-02-21 04:00:00,25.82,0.0,-0.0,0.0,1.66
2022-02-21 05:00:00,25.81,0.0,-0.0,0.0,1.66
2022-02-21 06:00:00,25.76,0.0,-0.0,0.0,1.45
2022-02-21 07:00:00,25.59,115.0,195.14,78.0,1.59
2022-02-21 08:00:00,26.13,223.0,74.48,191.0,2.28
2022-02-21 09:00:00,27.77,559.0,489.74,246.0,2.28
2022-02-21 10:00:00,29.58,561.0,192.86,406.0,2.21
2022-02-21 11:00:00,31.26,827.0,502.08,369.0,1.86
2022-02-21 12:00:00,31.94,775.0,325.94,463.0,1.72
2022-02-21 13:00:00,32.59,827.0,454.21,402.0,1.79
2022-02-21 14:00:00,32.93,836.0,686.62,253.0,1.86
2022-02-21 15:00:00,32.98,608.0,456.42,287.0,1.66
2022-02-21 16:00:00,32.38,357.0,238.07,236.0,1.38
2022-02-21 17:00:00,30.86,18.0,0.0,18.0,2.48
2022-02-21 18:00:00,29.14,0.0,0.0,0.0,1.93
2022-02-21 19:00:00,28.88,0.0,-0.0,0.0,2.0
2022-02-21 20:00:00,28.29,0.0,-0.0,0.0,2.0
2022-02-21 21:00:00,27.81,0.0,-0.0,0.0,2.07
2022-02-21 22:00:00,27.31,0.0,-0.0,0.0,1.86
2022-02-21 23:00:00,26.98,0.0,-0.0,0.0,1.66
2022-02-22 00:00:00,26.62,0.0,-0.0,0.0,1.24
2022-02-22 01:00:00,26.27,0.0,-0.0,0.0,1.03
2022-02-22 02:00:00,26.03,0.0,-0.0,0.0,1.38
2022-02-22 03:00:00,25.68,0.0,-0.0,0.0,1.59
2022-02-22 04:00:00,25.41,0.0,-0.0,0.0,1.59
2022-02-22 05:00:00,25.22,0.0,-0.0,0.0,1.59
2022-02-22 06:00:00,25.13,0.0,-0.0,0.0,1.45
2022-02-22 07:00:00,25.34,119.0,214.75,78.0,1.52
2022-02-22 08:00:00,26.51,356.0,449.89,162.0,2.34
2022-02-22 09:00:00,28.03,521.0,377.62,279.0,2.41
2022-02-22 10:00:00,29.95,627.0,297.93,387.0,2.21
2022-02-22 11:00:00,31.37,773.0,389.46,417.0,2.0
2022-02-22 12:00:00,32.05,825.0,408.74,433.0,1.93
2022-02-22 13:00:00,32.7,781.0,365.92,438.0,2.0
2022-02-22 14:00:00,33.0,698.0,357.41,394.0,2.14
2022-02-22 15:00:00,33.28,333.0,32.65,310.0,2.62
2022-02-22 16:00:00,31.99,78.0,0.0,78.0,2.48
2022-02-22 17:00:00,30.55,29.0,0.0,29.0,1.79
2022-02-22 18:00:00,28.8,0.0,0.0,0.0,1.17
2022-02-22 19:00:00,29.0,0.0,-0.0,0.0,1.86
2022-02-22 20:00:00,28.29,0.0,-0.0,0.0,1.93
2022-02-22 21:00:00,27.6,0.0,-0.0,0.0,2.07
2022-02-22 22:00:00,26.99,0.0,-0.0,0.0,1.93
2022-02-22 23:00:00,26.43,0.0,-0.0,0.0,1.86
2022-02-23 00:00:00,26.06,0.0,-0.0,0.0,1.72
2022-02-23 01:00:00,25.76,0.0,-0.0,0.0,1.66
2022-02-23 02:00:00,25.44,0.0,-0.0,0.0,1.38
2022-02-23 03:00:00,25.22,0.0,-0.0,0.0,1.24
2022-02-23 04:00:00,25.15,0.0,-0.0,0.0,1.17
2022-02-23 05:00:00,25.18,0.0,-0.0,0.0,1.52
2022-02-23 06:00:00,25.19,0.0,-0.0,0.0,1.52
2022-02-23 07:00:00,25.26,122.0,228.83,78.0,2.34
2022-02-23 08:00:00,26.14,362.0,469.03,159.0,2.41
2022-02-23 09:00:00,27.88,431.0,180.51,315.0,2.55
2022-02-23 10:00:00,29.17,768.0,618.03,269.0,2.07
2022-02-23 11:00:00,30.08,490.0,53.5,441.0,1.86
2022-02-23 12:00:00,30.73,1004.0,817.0,219.0,1.72
2022-02-23 13:00:00,31.91,845.0,487.74,387.0,1.59
2022-02-23 14:00:00,32.44,746.0,453.06,360.0,1.31
2022-02-23 15:00:00,32.43,672.0,643.36,218.0,1.52
2022-02-23 16:00:00,28.95,199.0,13.72,192.0,2.62
2022-02-23 17:00:00,27.97,58.0,0.0,58.0,2.0
2022-02-23 18:00:00,27.69,0.0,0.0,0.0,1.52
2022-02-23 19:00:00,27.36,0.0,-0.0,0.0,1.31
2022-02-23 20:00:00,26.88,0.0,-0.0,0.0,0.97
2022-02-23 21:00:00,26.51,0.0,-0.0,0.0,0.97
2022-02-23 22:00:00,26.19,0.0,-0.0,0.0,1.17
2022-02-23 23:00:00,25.81,0.0,-0.0,0.0,1.31
2022-02-24 00:00:00,25.51,0.0,-0.0,0.0,1.31
2022-02-24 01:00:00,25.31,0.0,-0.0,0.0,1.24
2022-02-24 02:00:00,25.02,0.0,-0.0,0.0,1.24
2022-02-24 03:00:00,24.88,0.0,-0.0,0.0,1.38
2022-02-24 04:00:00,24.66,0.0,-0.0,0.0,1.52
2022-02-24 05:00:00,24.65,0.0,-0.0,0.0,1.52
2022-02-24 06:00:00,24.58,0.0,-0.0,0.0,1.45
2022-02-24 07:00:00,25.41,73.0,30.98,67.0,2.83
2022-02-24 08:00:00,26.29,230.0,80.56,195.0,2.62
2022-02-24 09:00:00,27.53,376.0,100.87,311.0,2.9
2022-02-24 10:00:00,29.23,460.0,79.09,396.0,2.76
2022-02-24 11:00:00,30.89,694.0,254.96,460.0,2.34
2022-02-24 12:00:00,32.77,881.0,515.28,385.0,1.72
2022-02-24 13:00:00,33.81,962.0,764.39,243.0,1.45
2022-02-24 14:00:00,34.62,845.0,700.76,247.0,1.31
2022-02-24 15:00:00,34.29,677.0,656.5,213.0,0.9
2022-02-24 16:00:00,33.27,455.0,555.95,171.0,1.45
2022-02-24 17:00:00,31.54,212.0,383.64,105.0,2.62
2022-02-24 18:00:00,29.86,0.0,0.0,0.0,2.9
2022-02-24 19:00:00,28.95,0.0,-0.0,0.0,2.62
2022-02-24 20:00:00,28.05,0.0,-0.0,0.0,2.14
2022-02-24 21:00:00,27.45,0.0,-0.0,0.0,2.14
2022-02-24 22:00:00,27.11,0.0,-0.0,0.0,2.07
2022-02-24 23:00:00,26.76,0.0,-0.0,0.0,2.0
2022-02-25 00:00:00,26.36,0.0,-0.0,0.0,1.86
2022-02-25 01:00:00,25.99,0.0,-0.0,0.0,1.79
2022-02-25 02:00:00,25.74,0.0,-0.0,0.0,1.86
2022-02-25 03:00:00,25.71,0.0,-0.0,0.0,1.93
2022-02-25 04:00:00,25.71,0.0,-0.0,0.0,2.48
2022-02-25 05:00:00,25.55,0.0,-0.0,0.0,2.07
2022-02-25 06:00:00,25.71,0.0,-0.0,0.0,1.79
2022-02-25 07:00:00,26.06,101.0,112.74,79.0,3.1
2022-02-25 08:00:00,26.91,293.0,213.26,200.0,3.31
2022-02-25 09:00:00,28.46,404.0,134.64,317.0,3.24
2022-02-25 10:00:00,29.78,736.0,525.21,310.0,2.83
2022-02-25 11:00:00,30.94,731.0,309.91,446.0,2.28
2022-02-25 12:00:00,31.83,959.0,689.6,294.0,1.86
2022-02-25 13:00:00,32.24,874.0,544.48,361.0,1.72
2022-02-25 14:00:00,32.75,823.0,636.48,279.0,1.66
2022-02-25 15:00:00,33.24,582.0,381.45,312.0,1.52
2022-02-25 16:00:00,32.63,455.0,557.09,170.0,1.79
2022-02-25 17:00:00,30.6,105.0,21.48,99.0,2.41
2022-02-25 18:00:00,29.22,0.0,0.0,0.0,2.62
2022-02-25 19:00:00,29.3,0.0,-0.0,0.0,2.76
2022-02-25 20:00:00,28.43,0.0,-0.0,0.0,2.9
2022-02-25 21:00:00,27.78,0.0,-0.0,0.0,2.48
2022-02-25 22:00:00,27.35,0.0,-0.0,0.0,2.14
2022-02-25 23:00:00,26.94,0.0,-0.0,0.0,2.14
2022-02-26 00:00:00,26.54,0.0,-0.0,0.0,2.14
2022-02-26 01:00:00,26.19,0.0,-0.0,0.0,2.07
2022-02-26 02:00:00,25.87,0.0,-0.0,0.0,1.86
2022-02-26 03:00:00,25.73,0.0,-0.0,0.0,1.72
2022-02-26 04:00:00,25.69,0.0,-0.0,0.0,1.72
2022-02-26 05:00:00,25.66,0.0,-0.0,0.0,1.79
2022-02-26 06:00:00,25.63,0.0,-0.0,0.0,1.72
2022-02-26 07:00:00,25.74,116.0,177.99,81.0,2.07
2022-02-26 08:00:00,26.24,298.0,223.86,200.0,2.62
2022-02-26 09:00:00,27.9,359.0,78.7,308.0,2.9
2022-02-26 10:00:00,29.35,484.0,98.41,404.0,2.28
2022-02-26 11:00:00,30.27,942.0,770.53,232.0,2.0
2022-02-26 12:00:00,31.36,717.0,231.88,493.0,1.93
2022-02-26 13:00:00,31.93,739.0,289.28,466.0,1.79
2022-02-26 14:00:00,32.14,586.0,175.24,436.0,1.59
2022-02-26 15:00:00,32.26,397.0,80.41,340.0,1.52
2022-02-26 16:00:00,30.81,74.0,0.0,74.0,2.41
2022-02-26 17:00:00,29.73,53.0,0.0,53.0,2.48
2022-02-26 18:00:00,29.17,0.0,0.0,0.0,2.14
2022-02-26 19:00:00,27.99,0.0,-0.0,0.0,1.86
2022-02-26 20:00:00,27.52,0.0,-0.0,0.0,1.72
2022-02-26 21:00:00,27.12,0.0,-0.0,0.0,1.72
2022-02-26 22:00:00,26.76,0.0,-0.0,0.0,1.79
2022-02-26 23:00:00,26.32,0.0,-0.0,0.0,1.79
2022-02-27 00:00:00,25.91,0.0,-0.0,0.0,1.66
2022-02-27 01:00:00,25.64,0.0,-0.0,0.0,1.59
2022-02-27 02:00:00,25.3,0.0,-0.0,0.0,1.59
2022-02-27 03:00:00,25.16,0.0,-0.0,0.0,1.72
2022-02-27 04:00:00,24.98,0.0,-0.0,0.0,1.66
2022-02-27 05:00:00,25.0,0.0,-0.0,0.0,1.45
2022-02-27 06:00:00,24.97,0.0,-0.0,0.0,1.59
2022-02-27 07:00:00,25.19,98.0,90.82,80.0,1.66
2022-02-27 08:00:00,25.84,257.0,122.87,203.0,2.0
2022-02-27 09:00:00,27.62,456.0,216.98,315.0,2.21
2022-02-27 10:00:00,29.37,634.0,298.23,391.0,2.34
2022-02-27 11:00:00,31.02,867.0,572.98,338.0,2.0
2022-02-27 12:00:00,32.07,994.0,773.99,245.0,1.31
2022-02-27 13:00:00,33.04,819.0,425.31,417.0,0.83
2022-02-27 14:00:00,33.38,839.0,675.44,260.0,0.69
2022-02-27 15:00:00,33.75,657.0,586.1,241.0,0.69
2022-02-27 16:00:00,33.39,471.0,618.02,154.0,0.69
2022-02-27 17:00:00,32.76,201.0,314.19,113.0,0.97
2022-02-27 18:00:00,31.81,0.0,0.0,0.0,2.0
2022-02-27 19:00:00,29.6,0.0,-0.0,0.0,1.93
2022-02-27 20:00:00,28.8,0.0,-0.0,0.0,2.0
2022-02-27 21:00:00,28.16,0.0,-0.0,0.0,2.0
2022-02-27 22:00:00,27.63,0.0,-0.0,0.0,1.86
2022-02-27 23:00:00,27.11,0.0,-0.0,0.0,1.72
2022-02-28 00:00:00,26.66,0.0,-0.0,0.0,1.59
2022-02-28 01:00:00,26.29,0.0,-0.0,0.0,1.52
2022-02-28 02:00:00,25.91,0.0,-0.0,0.0,1.38
2022-02-28 03:00:00,25.62,0.0,-0.0,0.0,1.38
2022-02-28 04:00:00,25.42,0.0,-0.0,0.0,1.45
2022-02-28 05:00:00,25.27,0.0,-0.0,0.0,1.52
2022-02-28 06:00:00,25.3,0.0,-0.0,0.0,1.31
2022-02-28 07:00:00,25.31,117.0,170.2,83.0,1.31
2022-02-28 08:00:00,25.95,370.0,473.66,161.0,2.34
2022-02-28 09:00:00,27.69,587.0,546.3,231.0,2.28
2022-02-28 10:00:00,29.52,702.0,432.24,349.0,2.0
2022-02-28 11:00:00,30.68,623.0,158.91,476.0,1.31
2022-02-28 12:00:00,32.28,887.0,515.8,387.0,1.17
2022-02-28 13:00:00,33.31,778.0,348.6,448.0,1.31
2022-02-28 14:00:00,33.7,845.0,688.49,254.0,1.38
2022-02-28 15:00:00,32.82,654.0,574.11,246.0,2.0
2022-02-28 16:00:00,30.31,312.0,134.37,243.0,2.31
2022-02-28 17:00:00,29.9,139.0,78.47,117.0,2.26
2022-02-28 18:00:00,29.5,0.0,0.0,0.0,2.2
2022-02-28 19:00:00,29.09,0.0,-0.0,0.0,2.15
2022-02-28 20:00:00,28.69,0.0,-0.0,0.0,2.09
2022-02-28 21:00:00,28.28,0.0,-0.0,0.0,2.04
2022-02-28 22:00:00,27.88,0.0,-0.0,0.0,1.98
2022-02-28 23:00:00,27.47,0.0,-0.0,0.0,1.93
2022-03-01 00:00:00,27.07,0.0,-0.0,0.0,1.87
2022-03-01 01:00:00,26.66,0.0,-0.0,0.0,1.82
2022-03-01 02:00:00,26.25,0.0,-0.0,0.0,1.76
2022-03-01 03:00:00,25.85,0.0,-0.0,0.0,1.71
2022-03-01 04:00:00,25.44,0.0,-0.0,0.0,1.65
2022-03-01 05:00:00,25.04,0.0,-0.0,0.0,1.6
2022-03-01 06:00:00,24.63,0.0,-0.0,0.0,1.54
2022-03-01 07:00:00,24.23,103.0,103.43,82.0,1.49
2022-03-01 08:00:00,26.69,298.0,213.57,203.0,2.83
2022-03-01 09:00:00,28.15,480.0,259.4,310.0,2.62
2022-03-01 10:00:00,29.63,686.0,391.29,365.0,2.14
2022-03-01 11:00:00,30.64,856.0,536.32,358.0,1.79
2022-03-01 12:00:00,32.17,992.0,753.69,259.0,1.72
2022-03-01 13:00:00,33.54,978.0,785.77,232.0,1.66
2022-03-01 14:00:00,33.95,857.0,715.77,241.0,1.93
2022-03-01 15:00:00,33.83,607.0,436.62,296.0,2.07
2022-03-01 16:00:00,30.64,51.0,0.0,51.0,3.17
2022-03-01 17:00:00,29.72,48.0,0.0,48.0,2.48
2022-03-01 18:00:00,29.18,0.0,0.0,0.0,2.28
2022-03-01 19:00:00,28.91,0.0,-0.0,0.0,2.07
2022-03-01 20:00:00,28.3,0.0,-0.0,0.0,2.41
2022-03-01 21:00:00,27.74,0.0,-0.0,0.0,2.28
2022-03-01 22:00:00,27.33,0.0,-0.0,0.0,2.14
2022-03-01 23:00:00,26.95,0.0,-0.0,0.0,1.86
2022-03-02 00:00:00,26.59,0.0,-0.0,0.0,1.52
2022-03-02 01:00:00,26.25,0.0,-0.0,0.0,1.38
2022-03-02 02:00:00,25.91,0.0,-0.0,0.0,1.79
2022-03-02 03:00:00,25.63,0.0,-0.0,0.0,1.72
2022-03-02 04:00:00,25.43,0.0,-0.0,0.0,1.59
2022-03-02 05:00:00,25.38,0.0,-0.0,0.0,1.79
2022-03-02 06:00:00,25.41,0.0,-0.0,0.0,1.72
2022-03-02 07:00:00,25.72,106.0,107.46,84.0,2.28
2022-03-02 08:00:00,26.53,223.0,62.69,195.0,2.9
2022-03-02 09:00:00,28.04,439.0,181.06,320.0,2.76
2022-03-02 10:00:00,29.59,639.0,299.2,393.0,2.48
2022-03-02 11:00:00,31.49,867.0,558.98,347.0,2.07
2022-03-02 12:00:00,32.6,983.0,726.83,275.0,1.59
2022-03-02 13:00:00,33.84,985.0,800.47,224.0,1.66
2022-03-02 14:00:00,34.88,862.0,728.84,234.0,1.66
2022-03-02 15:00:00,34.51,683.0,660.57,212.0,1.72
2022-03-02 16:00:00,33.68,450.0,524.31,180.0,2.21
2022-03-02 17:00:00,30.89,187.0,238.48,120.0,2.48
2022-03-02 18:00:00,29.91,0.0,0.0,0.0,2.48
2022-03-02 19:00:00,28.2,0.0,-0.0,0.0,2.07
2022-03-02 20:00:00,27.75,0.0,-0.0,0.0,2.21
2022-03-02 21:00:00,27.38,0.0,-0.0,0.0,2.07
2022-03-02 22:00:00,27.06,0.0,-0.0,0.0,2.0
2022-03-02 23:00:00,26.61,0.0,-0.0,0.0,2.07
2022-03-03 00:00:00,26.24,0.0,-0.0,0.0,2.14
2022-03-03 01:00:00,25.98,0.0,-0.0,0.0,1.72
2022-03-03 02:00:00,25.81,0.0,-0.0,0.0,1.66
